"plantbarcode","genotype","Subpop.","Exp","treatment","image_id","Average.Root.Width..Diameter.","Network.Bushiness","Network.Depth","Ellipse.Axes.Ratio","Network.Length.Distribution","Major.Ellipse.Axis","Maximum.Number.of.Roots","Network.Width","Median.Number.of.Roots","Minor.Ellipse.Axis","Network.Area","Network.Convex.Area","Network.Perimeter","Network.Solidity","Specific.Root.Length","Network.Surface.Area","Network.Length","Network.Volume","Network.Width.to.Depth.Ratio","Average.Root.Width..Diameter._Excised","Network.Bushiness_Excised","Network.Depth_Excised","Ellipse.Axes.Ratio_Excised","Network.Length.Distribution_Excised","Major.Ellipse.Axis_Excised","Maximum.Number.of.Roots_Excised","Network.Width_Excised","Median.Number.of.Roots_Excised","Minor.Ellipse.Axis_Excised","Network.Area_Excised","Network.Convex.Area_Excised","Network.Perimeter_Excised","Network.Solidity_Excised","Specific.Root.Length_Excised","Network.Surface.Area_Excised","Network.Length_Excised","Network.Volume_Excised","Network.Width.to.Depth.Ratio_Excised"
"Ea024AB020531","CML103","ts","LT1b",75,341,0.238480843,1.384615385,25.7260274,0.512411112,0.210555812,21.55630495,18,15.76712329,13,11.04569019,122.3730531,261.2998686,1240.712329,0.468324205,10.79585189,753.1404504,1005.246575,93.11415031,0.612886049,0.121544607,2,18.17808219,0.173882721,0.241114983,18.74994844,4,3.123287671,2,3.260292059,7.129855508,53.45984237,140.6575342,0.133368435,63.59150649,27.94781643,73.19178082,1.150967871,0.171816127
"Ea024AB020532","CML103","ts","LT1b",75,387,0.232643108,1.5,41.76712329,0.144079986,0.422826165,40.96453288,12,8.410958904,8,5.902169302,95.84068305,289.4679114,1139.876712,0.331092599,10.00865533,596.4899407,816.1369863,81.54312035,0.201377501,0.101855373,2,30.10958904,0.212384683,0.071710695,22.93664142,10,8.315068493,5,4.871391306,21.60236442,172.2742541,511.8219178,0.125395199,93.47361261,91.58234554,286.2054795,3.06188529,0.276160146
"Ea024AB020533","CML103","ts","LT1b",75,565,0.217043788,1.384615385,31.93150685,0.338570631,0.241364836,27.21057072,18,11.73972603,13,9.212700112,128.0814412,275.8866579,1431.794521,0.464253843,12.78249167,773.1487704,1133.876712,88.70545285,0.367653368,0.104894597,2,20.65753425,0.218146071,0.563284865,23.32490158,6,5.931506849,3,5.088235641,10.8211672,104.8654532,253.6575342,0.103190964,82.01706162,42.7087807,129.6027397,1.580192428,0.287135279
"Ea024AC020544","CML103","ts","LT1b",50,590,0.189661631,1.444444444,29.71232877,0.340465695,0.219391644,26.36744047,13,11.90410959,9,8.977208933,76.94426722,264.2114843,1011.219178,0.291222266,18.35394161,430.8654807,723.1232877,39.39880071,0.400645459,0.089108463,4,23.43835616,0.125462294,0.155429243,22.97072575,4,3.726027397,1,2.881959935,5.955338713,67.77706887,163,0.087866572,136.7625635,22.60631495,80.75342466,0.590464397,0.158971362
"Ea024AC020545","CML103","ts","LT1b",50,765,0.20451637,2,25.87671233,0.39211239,0.14402755,20.34899792,16,8.780821918,8,7.979094212,74.89829236,192.7027585,941.3972603,0.388672653,13.88351283,447.3609875,696.2739726,50.15113833,0.33933298,0.162448176,1,10.45205479,0.211784014,0.439577039,11.58888885,1,0.095890411,1,2.454341395,1.996622256,13.63426534,30.39726027,0.146441499,46.99952128,6.662462095,13.05479452,0.277764415,0.009174312
"Ea024AC020546","CML103","ts","LT1b",50,894,0.213971955,1.5,33.46575342,0.186903817,0.262960809,29.55349515,9,8.547945205,6,5.52366105,55.89360105,195.1681366,677.9726027,0.286386918,12.02981649,319.8903806,475.8767123,39.55810238,0.255423659,0.079348569,2,13.49315068,0.19368135,0.327761194,15.95724517,2,0.904109589,1,3.09062078,2.01670107,34.35822856,62.94520548,0.058696305,173.3531847,7.594529893,30.46575342,0.175743835,0.067005076
"Ea024AC020547","CML103","ts","LT1b",50,1002,0.162190364,2.428571429,29.1369863,0.375951433,0.128067638,22.53793597,17,9.98630137,7,8.473169322,66.581535,236.3507225,1019.767123,0.281706501,27.10244194,353.8483608,694.4520548,25.6232282,0.342736248,0.090015836,2.5,29.15068493,0.219181721,0.109790288,26.35881983,5,6.342465753,2,5.777371492,10.18371177,135.5773128,283.0410959,0.075113686,125.0657235,38.33589598,135.5616438,1.083923237,0.217575188
"Ea024AC020548","CML103","ts","LT1b",50,1108,0.172953342,1.555555556,34.02739726,0.262468469,0.249742534,26.2832237,14,9.02739726,9,6.898517485,82.06961907,219.0702758,1112.630137,0.374626903,25.11310334,451.5006461,830.9589041,33.08865865,0.265297907,0.084287545,3,24.08219178,0.215451454,0.118230458,25.06206273,6,5.383561644,2,5.399657851,8.400638018,103.7228373,247.0958904,0.080991209,149.1763341,31.068321,117.3287671,0.786510594,0.223549488
"Ea024AD020549","CML103","ts","LT1b",25,11,0.132108764,1.428571429,28.08219178,0.159040749,0.438058197,28.9057534,10,5.630136986,7,4.597192668,37.27622443,152.1829612,690.5479452,0.244943482,47.34119242,170.2711103,410.260274,8.666031695,0.200487805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea024AD020550","CML103","ts","LT1b",25,167,0.125821934,1.6,43.60273973,0.099725246,0.2748484,39.761208,8,4.493150685,5,3.96519625,37.61212235,234.1109964,727.7260274,0.160659358,52.83804456,171.8444677,434.739726,8.227778482,0.10304744,0.112253825,2,21.23287671,0.190071406,0.14714196,18.35695787,4,4.835616438,2,3.489132787,8.259898668,86.56793019,183.3561644,0.095415227,65.56161875,35.28973361,100.0684932,1.526327371,0.227741936
"Ea024AD020551","CML103","ts","LT1b",25,340,0.139869111,1.625,26.87671233,0.265534331,0.360026319,22.3306415,13,7.931506849,8,5.929551946,43.0193282,151.1065866,767.5616438,0.284695255,38.99337381,211.3931783,481.0821918,12.33753699,0.295107034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea024AD020552","CML103","ts","LT1b",25,346,0.134959037,1.571428571,25.60273973,0.27753629,0.567064677,26.80680873,11,9.150684932,7,7.439862246,37.32632764,180.6643836,705.3424658,0.2066059,39.54967694,182.8600717,431.2876712,10.90496066,0.35741038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea024AD020553","CML103","ts","LT1b",25,560,0.117973314,1.333333333,32.34246575,0.227909762,0.32077073,33.19168457,12,8.082191781,9,7.564708923,47.4528054,268.8069994,985.2465753,0.176531138,61.47221437,213.2510132,575.3835616,9.360059135,0.249894113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea025AA020564","CML322","ts","LT1b",100,628,0.28903336,1.555555556,30.65753425,0.268947776,0.332768225,27.05956288,14,10.12328767,9,7.277609252,94.62563333,235.1540627,990.5616438,0.402398463,4.317532195,684.1284856,753.4246575,174.5035412,0.330205541,0.102190236,2.5,26.75342466,0.119359548,0.141694725,25.36552891,5,3.410958904,2,3.027618075,8.981985363,90.26975042,214.1917808,0.099501608,92.74990103,35.784976,111.4657534,1.201788381,0.12749616
"Ea025AA020565","CML322","ts","LT1b",100,783,0.298224609,1.333333333,34.21917808,0.273057461,0.274272207,29.87912326,12,12.26027397,9,8.158717544,116.1217865,335.6140927,1056.917808,0.345997945,5.264033209,767.9501741,819.6712329,155.7116379,0.358286629,0.093767023,3,23.79452055,0.10287991,0.171789841,22.76460102,3,3.082191781,1,2.342020107,5.607243385,54.6670107,144.8219178,0.10257088,116.6356155,21.68576771,73.61643836,0.63116603,0.129533679
"Ea025AA020566","CML322","ts","LT1b",100,815,0.246000249,1.363636364,36.20547945,0.236339908,0.213117901,33.07903584,15,9.712328767,11,7.817896294,134.0106962,310.5598611,1340.958904,0.431513254,10.35780045,802.5813358,1038.493151,100.2619384,0.26825577,0.091767727,2,18.89041096,0.307104584,0.155322581,16.17048724,6,4.438356164,3,4.966030748,7.419215613,89.31384875,198.2465753,0.083069039,124.8795569,28.28863145,98.12328767,0.785743401,0.234952864
"Ea025AA020567","CML322","ts","LT1b",100,966,0.209709469,1.428571429,37.80821918,0.330941672,0.216608247,30.47587986,20,14.2739726,14,10.08573865,164.1792081,397.1013323,1890.712329,0.413444113,14.56957125,951.9522714,1444.931507,99.17460724,0.377536232,0.162706175,1,11.80821918,0.225455476,0.813333333,13.83878722,1,1.246575342,1,3.120030357,2.952523926,24.47260274,43.79452055,0.120646094,43.78914914,10.47520767,20.49315068,0.467996092,0.105568446
"Ea025AA020568","CML322","ts","LT1b",100,1096,0.166090089,2.071428571,38.38356164,0.388843283,0.190324381,31.36108662,29,16.50684932,14,12.19454788,149.4588103,473.5526365,2219.287671,0.315611822,24.95511771,792.4235186,1518.671233,60.85610377,0.430049964,0.102419576,2,17.63013699,0.262164611,0.103898051,16.14610279,6,4.438356164,3,4.232936763,8.518859073,66.50384688,202.0410959,0.128095734,97.50174428,32.44492728,100.8356164,1.034192949,0.251748252
"Ea025AB020569","CML322","ts","LT1b",75,76,0.18478362,1.666666667,40.32876712,0.187006791,0.236529022,33.10045173,10,7.589041096,6,6.190009246,66.44079565,290.4334772,902.3835616,0.228764247,19.35277161,354.5752981,610.7945205,31.56108762,0.188179348,0.090838548,4,21.45205479,0.1902482,0.154119038,20.75227682,4,3.616438356,1,3.948083307,6.182961156,83.24310377,169.1506849,0.074275957,130.3079452,22.88885638,80.20547945,0.615507207,0.168582376
"Ea025AB020570","CML322","ts","LT1b",75,177,0.31842884,1.5,34.12328767,0.141078817,0.307162713,34.2383799,9,5.945205479,6,4.830310141,78.46612873,204.9741978,705.8767123,0.382809786,4.7552548,554.1933292,553.9863014,116.4998143,0.174227218,0.086787749,2,25.47945205,0.174436587,0.221433714,21.59282397,6,3.191780822,3,3.766578515,11.23437793,82.59542128,315.9863014,0.136016958,138.0848675,44.31524763,162.5342466,1.177060524,0.125268817
"Ea025AB020571","CML322","ts","LT1b",75,242,0.270982215,1.444444444,32.38356164,0.217370082,0.256300883,31.04762731,13,8.876712329,9,6.748825284,102.8388065,252.4865828,1023.712329,0.407304045,6.965995416,676.4694773,794.6164384,114.0707668,0.274111675,0.108603052,2,22.75342466,0.11638889,0.17801252,21.1175657,4,2.397260274,2,2.457850033,7.449802965,55.51820229,165.9178082,0.134186675,84.55321382,28.1455536,82.49315068,0.975635898,0.105358218
"Ea025AB020572","CML322","ts","LT1b",75,395,0.158022986,1.375,34.84931507,0.306201035,0.24937145,30.47993825,22,13.84931507,16,9.332988633,124.3848752,354.3145994,1885.589041,0.351057719,30.39369325,638.2975835,1285.739726,42.30284604,0.39740566,0.123690684,1,14.61643836,0.207792652,0.567272727,19.36629664,1,0.876712329,1,4.024174142,2.5969225,43.59026084,49.84931507,0.05957575,78.69262454,9.177011264,23.61643836,0.300109934,0.059981256
"Ea025AB020573","CML322","ts","LT1b",75,466,0.163336908,1.666666667,39.10958904,0.20987409,0.184247794,34.08061085,15,9.479452055,9,7.152637196,91.79057985,316.7153312,1329.589041,0.28982045,29.46295045,458.4923444,893.5068493,30.32645528,0.242381786,0.109407966,2,20.26027397,0.176004053,0.493683188,22.56584258,2,2.671232877,1,3.97167976,4.013135673,52.92512667,88.28767123,0.075826662,91.4499668,14.46900006,42.09589041,0.460316082,0.131845842
"Ea025AC020584","CML322","ts","LT1b",50,657,0.179443195,1.454545455,36.57534247,0.241624347,0.143733882,30.40549292,16,12.28767123,11,7.346707379,101.1848377,299.6418653,1357.109589,0.337685916,22.24931634,541.0411988,959.739726,43.13569512,0.335955056,0.080240226,2,19.49315068,0.096607268,0.205957054,19.61717219,4,2.561643836,2,1.895161408,4.784387315,36.66494652,146.8082192,0.130489412,158.6667839,18.03595661,71.54794521,0.450932095,0.131412509
"Ea025AC020585","CML322","ts","LT1b",50,745,0.145723245,1.307692308,29.46575342,0.247764771,0.206607679,26.97282871,17,8.328767123,13,6.68291673,77.62225558,197.0789079,1267.712329,0.393863841,36.95707022,385.5956161,842.2739726,22.79060455,0.282659228,0.106120619,3,24.80821918,0.183086609,0.099406029,19.31542911,6,5.794520548,2,3.536396418,11.17714393,110.5392194,254.6712329,0.101114736,87.99577955,44.80183438,134.3835616,1.52715917,0.233572612
"Ea025AC020586","CML322","ts","LT1b",50,860,0.180483745,1.454545455,33.28767123,0.288873466,0.212808145,28.36290936,16,10.05479452,11,8.193291931,90.75942954,275.1894352,1259.808219,0.3298071,19.57861086,493.9790897,871.2054795,44.49781886,0.302057613,0.086088908,1.5,16.95890411,0.178851309,0.177121771,16.51318881,3,2.575342466,2,2.953405425,4.169074873,50.8515669,120.0136986,0.08198518,142.2191929,15.3641397,56.80821918,0.399441299,0.151857835
"Ea025AC020587","CML322","ts","LT1b",50,1007,0.153537853,1.6,32.78082192,0.233963308,0.157339853,27.62013008,16,8.890410959,10,6.46209699,76.31638206,201.4275661,1198.643836,0.378877547,32.03804462,390.9639425,810.5342466,25.29911723,0.271207689,0.090164228,3,26.68493151,0.170955835,0.101602024,23.07109586,6,6.424657534,2,3.944138458,10.46200038,126.088572,285.630137,0.082973423,121.9457548,40.55652002,143.1780822,1.174112886,0.240759754
"Ea025AC020588","CML322","ts","LT1b",50,1129,0.177667273,1.428571429,34.61643836,0.168374214,0.288979223,30.62741513,10,9.97260274,7,5.156866961,61.47813849,237.9987803,864.1780822,0.25831283,20.4894897,327.3024394,586.3972603,28.61941751,0.288088643,0.110729957,1.5,20.73972603,0.221949557,0.113962209,17.46732602,9,4.369863014,6,3.876865274,17.20641771,113.4364796,371.3287671,0.151683284,78.32525107,72.19937576,207.5479452,2.649821639,0.210700132
"Ea025AD020589","CML322","ts","LT1b",25,111,0.120487934,1.714285714,28.30136986,0.229897991,0.13556523,25.49322791,12,7.534246575,7,5.860841871,34.84237193,203.407112,715.8493151,0.171293774,58.12689848,156.885238,414.4657534,7.130360715,0.266214908,0.092121475,2,16.63013699,0.194528266,0.2541927,17.70921175,2,3.410958904,1,3.444942256,4.019891162,56.00103209,107.9041096,0.071782448,116.7879754,15.12058465,52.24657534,0.447362626,0.205107084
"Ea025AD020590","CML322","ts","LT1b",25,133,0.127369787,1.333333333,26.10958904,0.268278866,0.361429869,24.46110323,16,8.287671233,12,6.562397027,56.94389191,187.4293488,1082.972603,0.303815236,51.01016687,271.1825127,677.7123288,13.2858285,0.317418678,0.088616035,2,18.71232877,0.134586853,0.321979777,22.00181246,2,1.397260274,1,2.961154707,2.615687746,38.64355414,72.09589041,0.067687556,144.9696571,9.473073708,34.02739726,0.234720823,0.074670571
"Ea025AD020591","CML322","ts","LT1b",25,275,0.19602797,1.4,34.32876712,0.114199352,0.460945374,31.70283207,7,7.054794521,5,3.620442877,44.01463689,196.8952899,577.6438356,0.223543371,16.95393844,244.5728543,397.1369863,23.42446787,0.205506784,0.083022668,2,17.12328767,0.166736089,0.335507922,20.99123986,2,1.643835616,1,3.499997236,2.799774817,51.43450929,82.73972603,0.054433781,161.7056785,10.23999824,39.26027397,0.242788468,0.096
"Ea025AD020592","CML322","ts","LT1b",25,392,0.122423816,1.5,32.31506849,0.108918284,0.425581276,32.68635646,9,4.671232877,6,3.56014185,32.80165134,151.2558641,647.4931507,0.216862014,57.76044538,145.6865549,378.7945205,6.558026311,0.144552777,0.102477731,5,16.78082192,0.300775378,0.161814653,15.19112333,5,1.931506849,1,4.569115861,5.407205855,69.96153124,129.5068493,0.077288272,92.08907115,21.12036168,65.60273973,0.712383553,0.115102041
"Ea025AD020593","CML322","ts","LT1b",25,531,0.141915332,1.666666667,29.16438356,0.139216084,0.363217287,26.69834536,10,4.465753425,6,3.716839099,37.21823982,131.770501,618.8082192,0.282447433,41.31218324,173.3829645,388.890411,9.4134558,0.153123532,0.105153753,2.333333333,27.60273973,0.223393851,0.09749816,19.58586654,7,6.095890411,3,4.375362142,15.97410396,122.2433853,376.6575342,0.130674588,81.33478702,67.49553571,204.3150685,2.512025616,0.220843673
"Ea026AA020604","M37W","mixed","LT1b",100,631,0.284983514,1.555555556,30.21917808,0.274415905,0.321457331,29.13644092,14,11.10958904,9,7.995502805,121.7143929,271.3791518,1080.39726,0.448503108,6.673562652,825.1742041,921.6712329,138.1078265,0.367633726,0.153415136,2,17.53424658,0.172399507,0.981288981,19.62019272,2,1.917808219,1,3.382511552,5.046913117,47.86789266,78.53424658,0.105434203,44.64986975,18.87597426,39.16438356,0.877144408,0.109375
"Ea026AA020605","M37W","mixed","LT1b",100,757,0.176868725,1.357142857,40.32876712,0.262099099,0.307714124,35.8907443,19,10.93150685,14,9.406931755,134.8508163,388.5061925,1868.712329,0.347100816,21.24781317,701.9451455,1263.287671,59.45495007,0.271059783,0.117054517,1.666666667,17.46575342,0.267435681,0.505486093,18.17265186,5,2.780821918,3,4.860015532,7.663351473,70.75567649,157.4794521,0.108307232,69.24380841,29.66080901,80.65753425,1.164833883,0.159215686
"Ea026AA020606","M37W","mixed","LT1b",100,829,0.265134377,1.375,35.50684932,0.199051217,0.400884173,30.32710548,11,8.835616438,8,6.036647263,101.2595234,233.0249578,925.8767123,0.434543683,8.485597624,632.5583711,759.4246575,89.49571865,0.248842593,0.127781474,2,18.78082192,0.2617942,0.587708385,21.86912706,4,4.178082192,2,5.725210615,8.832989304,78.94792644,166.5205479,0.11188374,53.98903646,35.06802626,87.35616438,1.618035255,0.222465354
"Ea026AA020607","M37W","mixed","LT1b",100,932,0.261594917,1.363636364,32.79452055,0.268060823,0.237685841,30.15203921,15,10.24657534,11,8.082580438,137.1118409,251.6156877,1291.410959,0.544925645,8.312079306,879.690131,1070.410959,128.7777606,0.312447786,0.130558341,2,15.06849315,0.39707018,0.275508368,16.53806686,6,4.520547945,3,6.566773191,9.834490524,79.86564083,182.2054795,0.12313794,50.42140514,39.82495948,97.09589041,1.925687912,0.3
"Ea026AA020608","M37W","mixed","LT1b",100,1033,0.184829983,1.714285714,42.35616438,0.13280665,0.576320246,45.75583314,12,8.767123288,7,6.076678919,80.75811597,278.969225,1015.835616,0.289487545,22.48929994,407.186198,701.2465753,31.181343,0.20698577,0.20459356,1,12.69863014,0.100165429,0.518567639,14.23337433,1,0.109589041,1,1.425692041,2.793957591,11.85259899,31.69863014,0.235725312,29.25976313,10.07267907,15.67123288,0.535589875,0.008629989
"Ea026AB020609","M37W","mixed","LT1b",75,9,0.17386742,1.625,35.79452055,0.213875182,0.298020063,30.90662764,13,7.753424658,8,6.610160611,78.24338525,267.8425596,1092.013699,0.292124543,24.40523621,405.3705168,742.1369863,30.40892454,0.216609261,0.180410034,1,14.12328767,0.310284731,0.641474654,17.15517744,1,0.726027397,1,5.322989609,3.947644962,42.60452242,53.79452055,0.092657886,36.17909412,13.82775325,24.39726027,0.674346909,0.051406402
"Ea026AB020610","M37W","mixed","LT1b",75,193,0.206256465,1.428571429,38.26027397,0.13546404,0.279323777,35.77275049,10,5.452054795,7,4.845921289,72.54606868,227.1843685,996.0684932,0.31932685,12.04000817,445.8414762,688.0547945,57.1473694,0.142499105,0.115113062,2,24.52054795,0.189930463,0.084196761,22.61726294,6,6.794520548,3,4.295707212,12.82548321,91.17020079,269.0684932,0.140676264,69.52738523,53.39367315,147.6438356,2.123534995,0.277094972
"Ea026AB020611","M37W","mixed","LT1b",75,286,0.208286441,1.571428571,41.30136986,0.161194097,0.399314306,36.70880116,11,5.890410959,7,5.917242056,78.12422593,252.6807093,918.8219178,0.3091816,13.53921598,427.8739446,653.890411,48.29603221,0.142620232,0.103294521,1.75,21.20547945,0.185787944,0.169089048,21.17792238,7,3.97260274,4,3.934602648,12.50328392,76.95092888,292.7260274,0.16248386,87.98191176,50.76125724,156.4246575,1.777918374,0.187338501
"Ea026AB020613","M37W","mixed","LT1b",75,527,0.215194003,1.428571429,41.09589041,0.131489851,0.245813467,39.86467772,10,8.246575342,7,5.241800514,86.99981235,241.444924,995.2328767,0.360329846,13.61412819,491.0174197,726.3013699,53.34909144,0.200666667,0.104770659,2,22.23287671,0.10527604,0.545589169,26.11625051,4,2.835616438,2,2.749415425,8.381685119,61.47720023,196.1917808,0.136338107,78.04745412,32.91918209,100.0136986,1.281447291,0.12754159
"Ea026AC020624","M37W","mixed","LT1b",50,578,0.187845608,1.75,42.01369863,0.089553335,0.524421303,41.97161339,7,5.876712329,4,3.758697965,42.73128167,206.0410959,568.1369863,0.207392033,19.89843875,217.7434186,368.9726027,18.54279159,0.1398761,0.112245212,3,19.65753425,0.246397866,0.216594828,24.02193233,3,4.917808219,1,5.918952853,6.768624507,84.99221242,146.7123288,0.079638173,76.57430147,27.26834511,77.32876712,1.009852727,0.250174216
"Ea026AC020625","M37W","mixed","LT1b",50,763,0.143231551,1.8,33.95890411,0.125473904,0.45369248,33.70881075,9,6.205479452,5,4.22957608,39.23869394,164.3062488,712.0958904,0.238814374,32.6766876,199.5978985,443.5753425,13.5746728,0.182734974,0.10932827,2,21.39726027,0.124229035,0.168293101,19.89693081,4,2.835616438,2,2.471776507,7.860386564,76.86582849,176.260274,0.102261131,79.90011644,32.10690976,93.47945205,1.16995389,0.132522407
"Ea026AC020626","M37W","mixed","LT1b",50,816,0.170881061,1.428571429,35.65753425,0.141382189,0.404676322,33.26108619,10,5.808219178,7,4.702525175,57.40063802,190.6930006,813.1232877,0.301010723,24.19431653,296.0040258,551.3835616,22.78979698,0.162888974,0.114659621,2.333333333,22.56164384,0.15805271,0.127668798,19.54368491,7,2.890410959,3,3.088932364,12.41339839,72.279696,254.6027397,0.171741154,73.57115639,51.33787137,142.5205479,1.937179663,0.128111718
"Ea026AC020627","M37W","mixed","LT1b",50,944,0.195045961,2,38.32876712,0.135921621,0.623902984,36.31113169,6,4.780821918,3,4.935467896,33.4295365,175.0692438,435.0821918,0.190950368,18.2037341,170.8495122,278.8219178,15.31674305,0.124731951,0.134867104,2,20.98630137,0.129777678,0.135005974,19.94896372,4,2.273972603,2,2.58893018,9.21974104,59.82782886,166.8630137,0.154104557,46.8924695,38.59710123,91.09589041,1.942655002,0.108355091
